Date,Open,High,Low,Close,Adj Close,Volume,3755.73999
1/1/2000,3755.73999,3836.860107,3314.75,3529.600098,3529.600098,7990830000,3558.209961
1/8/2000,3558.209961,3756.169922,3447.899902,3704.73999,3704.73999,8045670000,3704.73999
1/15/2000,3704.73999,3891.810059,3665.870117,3849.959961,3849.959961,7012420000,3888.330078
1/22/2000,3888.330078,3905.100098,3408.030029,3446.129883,3446.129883,8864510000,3438.090088
1/29/2000,3438.090088,3929.810059,3349.060059,3874.370117,3874.370117,7907530000,3873.429932
2/5/2000,3873.429932,4090.26001,3858.889893,3968.889893,3968.889893,8924490000,3969.949951
2/12/2000,3969.949951,4135.600098,3848.370117,3965.75,3965.75,8998760000,3970.530029
2/19/2000,3970.530029,4297.459961,3856.02002,4178.580078,4178.580078,7434640000,4178.580078
2/26/2000,4178.580078,4442.870117,4024.080078,4442.870117,4442.870117,10392860000,4448.47998
3/4/2000,4448.47998,4659.720215,4266.870117,4587.160156,4587.160156,10191100000,4585.160156
3/11/2000,4585.160156,4585.160156,4049.97998,4440.450195,4440.450195,9384930000,4443.350098
3/18/2000,4443.350098,4816.350098,4155.339844,4691.609863,4691.609863,8465810000,4687.600098
3/25/2000,4687.600098,4781.189941,4151.120117,4397.839844,4397.839844,8652700000,4355.700195
4/1/2000,4355.700195,4355.700195,3525.439941,4291.529785,4291.529785,9886600000,4293.629883
4/8/2000,4293.629883,4308.620117,3138.419922,3207.959961,3207.959961,9553900000,3194.5
4/15/2000,3194.5,3753.449951,3107.419922,3505.290039,3505.290039,7818550000,3448.22998
4/22/2000,3448.22998,3790.780029,3200.899902,3773.179932,3773.179932,7888920000,3789.199951
4/29/2000,3789.199951,3871.929932,3435.300049,3688.360107,3688.360107,6903840000,3688.360107
5/6/2000,3688.360107,3688.360107,3234.959961,3406.25,3406.25,6767870000,3404.560059
5/13/2000,3404.560059,3653.76001,3259.179932,3260.639893,3260.639893,6504000000,3261.469971
5/20/2000,3261.469971,3298.459961,2897.27002,3101.439941,3101.439941,7665180000,3101.429932
5/27/2000,3101.429932,3759.810059,3101.429932,3755.669922,3755.669922,6474540000,3742.280029
6/3/2000,3742.280029,3817.25,3599.530029,3760.26001,3760.26001,7158210000,3761.149902
6/10/2000,3761.149902,3817.850098,3582.52002,3787.360107,3787.360107,7007910000,3787.360107
6/17/2000,3787.360107,3990.209961,3669.399902,3685.300049,3685.300049,7632320000,3685.300049
6/24/2000,3685.300049,3840.540039,3634.030029,3763.790039,3763.790039,8070490000,3763.790039
7/1/2000,3763.790039,3884.840088,3610.27002,3841.27002,3841.27002,4912370000,3841.51001
7/8/2000,3841.51001,4051.899902,3720.02002,4041.149902,4041.149902,8446600000,4041.149902
7/15/2000,4041.149902,4089.040039,3835.120117,3908.75,3908.75,7797600000,3908.75
7/22/2000,3908.75,3966.830078,3452.949951,3477.310059,3477.310059,8246960000,3477.530029
7/29/2000,3477.530029,3715.570068,3341.830078,3618.629883,3618.629883,7598570000,3618.629883
8/5/2000,3618.629883,3780.429932,3521.530029,3644.610107,3644.610107,6981850000,3644.629883
8/12/2000,3644.629883,3868.73999,3616.709961,3807.51001,3807.51001,6875350000,3809.860107
8/19/2000,3809.860107,3986.72998,3760.120117,3931.25,3931.25,6977080000,3933.330078
8/26/2000,3933.330078,4147.189941,3921.48999,4099.299805,4099.299805,7775590000,4085.889893
9/2/2000,4085.889893,4085.889893,3811.600098,3813.439941,3813.439941,6568470000,3813.439941
9/9/2000,3813.439941,3852.449951,3610.649902,3676.330078,3676.330078,8213880000,3676.330078
9/16/2000,3676.330078,3810.300049,3505.179932,3701.179932,3701.179932,8903760000,3753.310059
9/23/2000,3753.310059,3774.780029,3533.669922,3570.610107,3570.610107,9568280000,3613.73999
9/30/2000,3613.73999,3613.860107,3262.800049,3311.939941,3311.939941,9631040000,3306.75
10/7/2000,3306.75,3359.929932,2990.98999,3277.77002,3277.77002,9852060000,3265.959961
10/14/2000,3265.959961,3514.959961,2982.040039,3456.610107,3456.610107,10760270000,3451.399902
10/21/2000,3451.399902,3498.040039,2956.199951,3175.25,3175.25,9997780000,3128.939941
10/28/2000,3128.939941,3359.98999,3038.409912,3321.909912,3321.909912,9985360000,3346.149902
11/4/2000,3346.149902,3369.469971,2890.02002,2890.26001,2890.26001,8709340000,2798.949951
11/11/2000,2798.949951,3128.370117,2742.469971,2934.810059,2934.810059,8824140000,2838.290039
11/18/2000,2838.290039,2885.310059,2667.110107,2830.090088,2830.090088,6132400000,2910.570068
11/25/2000,2910.570068,2913.76001,2426.409912,2549.73999,2549.73999,10640500000,2572.879883
12/2/2000,2572.879883,2914.969971,2475.629883,2895.389893,2895.389893,10728890000,2900.280029
12/9/2000,2900.280029,2990.830078,2511.350098,2543.090088,2543.090088,10950370000,2604.080078
12/16/2000,2604.080078,2639,2174.76001,2436.26001,2436.26001,12160720000,2435.51001
12/23/2000,2435.51001,2505.649902,2328.860107,2341.699951,2341.699951,8285240000,2341.280029
12/30/2000,2341.280029,2547.040039,2087.320068,2267.850098,2267.850098,9822280000,2245.439941
1/6/2001,2245.439941,2591.550049,2151.159912,2506.050049,2506.050049,11657560000,2502.659912
1/13/2001,2502.659912,2740.76001,2432.870117,2655.77002,2655.77002,10149030000,2639.610107
1/20/2001,2639.610107,2771.629883,2526.550049,2631.780029,2631.780029,11449880000,2601.669922
1/27/2001,2601.669922,2718.51001,2471.51001,2472.179932,2472.179932,9804190000,2447.719971
2/3/2001,2447.719971,2531.050049,2247.52002,2261.77002,2261.77002,9228870000,2247.199951
2/10/2001,2247.199951,2423.649902,2173.419922,2212.51001,2212.51001,9466250000,2229.909912
2/17/2001,2229.909912,2235.73999,1935.209961,2056.060059,2056.060059,8619460000,2088.030029
2/24/2001,2088.030029,2103.629883,1837.97998,1881.339966,1881.339966,10261280000,1908.619995
3/3/2001,1908.619995,2029.01001,1802.910034,1813.02002,1813.02002,8977800000,1758.060059
3/10/2001,1758.060059,1813.680054,1627.800049,1647.51001,1647.51001,10459500000,1659.699951
3/17/2001,1659.699951,1754.650024,1582.47998,1705.02002,1705.02002,10689590000,1735.530029
3/24/2001,1735.530029,1751.140015,1530.140015,1573.25,1573.25,9961390000,1569.660034
3/31/2001,1569.660034,1594.359985,1348.52002,1448.160034,1448.160034,11055950000,1472.810059
4/7/2001,1472.810059,1714.689941,1437.849976,1714.290039,1714.290039,7927100000,1682.170044
4/14/2001,1682.170044,1981.900024,1603.98999,1933.569946,1933.569946,12001430000,1881.52002
4/21/2001,1881.52002,1881.540039,1743.449951,1810.469971,1810.469971,9638300000,1855.900024
4/28/2001,1855.900024,1980.130005,1810.859985,1924.119995,1924.119995,10601830000,1924.680054
5/5/2001,1924.680054,1948.02002,1810.890015,1821.199951,1821.199951,8608020000,1819.390015
5/12/2001,1819.390015,1955.77002,1768.619995,1927.689941,1927.689941,9074670000,1931.290039
5/19/2001,1931.290039,2073.97998,1927.040039,1960.73999,1960.73999,9763050000,1946.569946
5/26/2001,1946.569946,1946.569946,1768.97998,1840.829956,1840.829956,7000660000,1861.119995
6/2/2001,1861.119995,1963.829956,1819.079956,1896.219971,1896.219971,8035640000,1885.170044
6/9/2001,1885.170044,1885.170044,1657.650024,1701.530029,1701.530029,8552080000,1712.040039
6/16/2001,1712.040039,1774.25,1655.26001,1727.469971,1727.469971,9554260000,1752.709961
6/23/2001,1752.709961,1865.359985,1705.930054,1830.189941,1830.189941,8880100000,1831.420044
6/30/2001,1831.420044,1864.199951,1666.619995,1668.589966,1668.589966,5113950000,1680.880005
7/7/2001,1680.880005,1782.52002,1600.189941,1751.109985,1751.109985,8284340000,1743.089966
7/14/2001,1743.089966,1758.930054,1652,1676.459961,1676.459961,8471500000,1695.199951
7/21/2001,1695.199951,1699.439941,1580.569946,1683.180054,1683.180054,7982720000,1689.209961
7/28/2001,1689.209961,1766.579956,1662.670044,1725.900024,1725.900024,7665290000,1705.880005
8/4/2001,1705.880005,1718.589966,1576.069946,1617.449951,1617.449951,6916100000,1627.339966
8/11/2001,1627.339966,1672.069946,1514,1516.579956,1516.579956,6758130000,1518.189941
8/18/2001,1518.189941,1579.680054,1467.579956,1579.619995,1579.619995,6994230000,1576.160034
8/25/2001,1576.160034,1601.969971,1438.910034,1469.699951,1469.699951,7063620000,1466.319946
9/1/2001,1466.319946,1502.670044,1339.890015,1354.27002,1354.27002,7087720000,1342.079956
9/8/2001,1342.079956,1375.599976,1339.410034,1365.390015,1365.390015,1612970000,1277.119995
9/15/2001,1277.119995,1310.22998,1088.959961,1126.949951,1126.949951,11976440000,1166.719971
9/22/2001,1166.719971,1255.939941,1101.390015,1168.369995,1168.369995,10152320000,1161.73999
9/29/2001,1161.73999,1313.640015,1131.319946,1271.72998,1271.72998,10398130000,1249.319946
10/6/2001,1249.319946,1396.290039,1235.420044,1393.839966,1393.839966,9521370000,1370.199951
10/13/2001,1370.199951,1440.630005,1302.530029,1347.589966,1347.589966,9106910000,1340.959961
10/20/2001,1340.959961,1487.400024,1333.619995,1454.900024,1454.900024,9524140000,1445.640015
10/27/2001,1445.640015,1450.680054,1320.47998,1425.780029,1425.780029,8764110000,1453.939941
11/3/2001,1453.939941,1580.589966,1453.75,1514.959961,1514.959961,9570650000,1511.77002
11/10/2001,1511.77002,1614.77002,1463.119995,1582.140015,1582.140015,9698750000,1597.800049
11/17/2001,1597.800049,1618.189941,1526.079956,1577.469971,1577.469971,6060890000,1590.050049
11/24/2001,1590.050049,1644.380005,1557.030029,1596.050049,1596.050049,9565670000,1576.26001
12/1/2001,1576.26001,1734.579956,1562.72998,1673.900024,1673.900024,10312080000,1658.469971
12/8/2001,1658.469971,1695.150024,1590.709961,1605.670044,1605.670044,9535810000,1607.079956
12/15/2001,1607.079956,1665.390015,1557.180054,1578.27002,1578.27002,10015570000,1581.160034
12/22/2001,1581.160034,1637.569946,1575.01001,1621.130005,1621.130005,4261080000,1617.349976
12/29/2001,1617.349976,1698.459961,1565.079956,1675.030029,1675.030029,7347750000,1691.359985
1/5/2002,1691.359985,1710.22998,1627.420044,1634.170044,1634.170044,9703400000,1624.910034
1/12/2002,1624.910034,1633.119995,1537.98999,1548.219971,1548.219971,8980190000,1567.589966
1/19/2002,1567.589966,1586.339966,1500.890015,1558.26001,1558.26001,7251520000,1573.390015
1/26/2002,1573.390015,1582.650024,1481.459961,1528.150024,1528.150024,8937960000,1526.319946
2/2/2002,1526.319946,1528.300049,1405.790039,1452.170044,1452.170044,9784390000,1451.130005
2/9/2002,1451.130005,1508.25,1432.959961,1436.699951,1436.699951,8091380000,1421.069946
2/16/2002,1421.069946,1424.040039,1329.930054,1356.160034,1356.160034,7340470000,1366.439941
2/23/2002,1366.439941,1435.810059,1356.040039,1435.410034,1435.410034,8998970000,1434.689941
3/2/2002,1434.689941,1562.969971,1422.219971,1555.109985,1555.109985,10236970000,1542.089966
3/9/2002,1542.089966,1573.420044,1470.48999,1495.410034,1495.410034,8369270000,1511.829956
3/16/2002,1511.829956,1523.27002,1443.170044,1470.099976,1470.099976,7730000000,1473.619995
3/23/2002,1473.619995,1481.969971,1423.030029,1452.810059,1452.810059,6380610000,1440.380005
3/30/2002,1440.380005,1481.73999,1375.630005,1376.719971,1376.719971,8199990000,1346.77002
4/6/2002,1346.77002,1405.099976,1322.25,1351.849976,1351.849976,8467000000,1358.76001
4/13/2002,1358.76001,1426.01001,1336.420044,1385.01001,1385.01001,8597560000,1365.339966
4/20/2002,1365.339966,1365.339966,1250.819946,1250.890015,1250.890015,9449800000,1256.579956
4/27/2002,1256.579956,1292.189941,1185.790039,1190.73999,1190.73999,10174560000,1191.530029
5/4/2002,1191.530029,1282.439941,1142.25,1188.780029,1188.780029,9946040000,1200.689941
5/11/2002,1200.689941,1350.540039,1192.900024,1325.800049,1325.800049,9811570000,1309.829956
5/18/2002,1309.829956,1313.26001,1233.780029,1253.030029,1253.030029,7798370000,1264.130005
5/25/2002,1264.130005,1264.859985,1202.23999,1208.339966,1208.339966,6006430000,1205.199951
6/1/2002,1205.199951,1213.180054,1106.609985,1140.23999,1140.23999,8879440000,1142.51001
6/8/2002,1142.51001,1155.76001,1055.569946,1109.599976,1109.599976,8667260000,1126.540039
6/15/2002,1126.540039,1163.459961,1031.949951,1035.630005,1035.630005,8580670000,1023.059998
6/22/2002,1023.059998,1075.630005,979.869995,1051.410034,1051.410034,10510860000,1044.47998
6/29/2002,1044.47998,1061.050049,950.330017,1060.890015,1060.890015,8825220000,1051.27002
7/6/2002,1051.27002,1066.280029,945.849976,1000.820007,1000.820007,9566360000,990.97998
7/13/2002,990.97998,1060.77002,955.289978,965.369995,965.369995,11074510000,958.340027
7/20/2002,958.340027,980.640015,869.169983,910.909973,910.909973,10465840000,935.049988
7/27/2002,935.049988,992.340027,878.47998,892.51001,892.51001,8274390000,889.48999
8/3/2002,889.48999,953.380005,856.349976,937.330017,937.330017,7251460000,925.679993
8/10/2002,925.679993,1004.219971,904.469971,996.059998,996.059998,7286200000,997.390015
8/17/2002,997.390015,1052.48999,993.460022,1010.48999,1010.48999,7414220000,1017.619995
8/24/2002,1017.619995,1021.659973,926.609985,942.380005,942.380005,6570230000,928.5
8/31/2002,928.5,932.960022,882.849976,922.219971,922.219971,5728440000,913.679993
9/7/2002,913.679993,978.460022,901.130005,923.830017,923.830017,6222990000,919.099976
9/14/2002,919.099976,932.909973,864.130005,871.599976,871.599976,7485740000,860.98999
9/21/2002,860.98999,897.450012,830.210022,860.349976,860.349976,7909610000,848.719971
9/28/2002,848.719971,882.77002,809.940002,815.400024,815.400024,8388810000,813.059998
10/5/2002,813.059998,899.460022,795.25,890.609985,890.609985,8755900000,878.75
10/12/2002,878.75,957.159973,876.210022,956.130005,956.130005,8287810000,945.859985
10/19/2002,945.859985,998.539978,937.549988,995.549988,995.549988,8308730000,1007.719971
10/26/2002,1007.719971,1020.590027,941.169983,1019.059998,1019.059998,8514680000,1049.48999
11/2/2002,1049.48999,1070.51001,1004.039978,1008.349976,1008.349976,9628960000,1004.409973
11/9/2002,1004.409973,1062.859985,972.340027,1061.280029,1061.280029,8185550000,1073.890015
11/16/2002,1073.890015,1122.51001,1019.070007,1116.01001,1116.01001,9559890000,1118.01001
11/23/2002,1118.01001,1134.599976,1083.859985,1116.099976,1116.099976,6456380000,1144.209961
11/30/2002,1144.209961,1155.680054,1035.550049,1065.969971,1065.969971,8455270000,1054.869995
12/7/2002,1054.869995,1055.359985,1005.849976,1005.849976,1005.849976,7170580000,1011.890015
12/14/2002,1011.890015,1052.589966,999.799988,1013.900024,1013.900024,7919220000,1012.460022
12/21/2002,1012.460022,1041.48999,996.099976,997.849976,997.849976,3334210000,999.390015
12/28/2002,999.390015,1033.369995,977.590027,1031.630005,1031.630005,4680480000,1034.02002
1/4/2003,1034.02002,1096.449951,1034.02002,1087.359985,1087.359985,8118770000,1101.23999
1/11/2003,1101.23999,1104.319946,1017.530029,1017.580017,1017.580017,7018850000,1022.940002
1/18/2003,1022.940002,1039.160034,992.849976,996.179993,996.179993,5967790000,985.080017
1/25/2003,985.080017,1022.97998,968.340027,983.049988,983.049988,7355490000,987.369995
2/1/2003,987.369995,999.159973,951.669983,957.049988,957.049988,6440000000,961.690002
2/8/2003,961.690002,989.320007,938.52002,982.090027,982.090027,6369550000,990.210022
2/15/2003,990.210022,1019.25,986.72998,1015.919983,1015.919983,5146480000,1009.140015
2/22/2003,1009.140015,1013.340027,969.559998,1009.73999,1009.73999,6418010000,1015.869995
3/1/2003,1015.869995,1023.469971,964.25,986.820007,986.820007,6534260000,977.950012
3/8/2003,977.950012,1042.560059,946.789978,1030.449951,1030.449951,7305440000,1021.969971
3/15/2003,1021.969971,1099.609985,1018.76001,1093.119995,1093.119995,8721690000,1064.650024
3/22/2003,1064.650024,1075.430054,1044.380005,1046.719971,1046.719971,6979320000,1028.430054
3/29/2003,1028.430054,1078.76001,1014.960022,1050.699951,1050.699951,7430390000,1089.930054
4/5/2003,1089.930054,1091.73999,1018.169983,1026.150024,1026.150024,6613830000,1028
4/12/2003,1028,1084.810059,1025.800049,1083.560059,1083.560059,5665140000,1083.75
4/19/2003,1083.75,1115.670044,1070.859985,1083.189941,1083.189941,7880770000,1086.579956
4/26/2003,1086.579956,1137.449951,1084.77002,1136.349976,1136.349976,8067560000,1139.599976
5/3/2003,1139.599976,1161,1116.670044,1143.550049,1143.550049,9163660000,1141.079956
5/10/2003,1141.079956,1165.530029,1133.890015,1154.47998,1154.47998,9235540000,1146.73999
5/17/2003,1146.73999,1152.589966,1103.199951,1130.050049,1130.050049,8205560000,1123.660034
5/24/2003,1123.660034,1201.25,1123.25,1197.890015,1197.890015,8518570000,1210.77002
5/31/2003,1210.77002,1265.689941,1180.01001,1213.109985,1213.109985,12512810000,1206.949951
6/7/2003,1206.949951,1235.880005,1188.040039,1203.910034,1203.910034,9184390000,1211.579956
6/14/2003,1211.579956,1255.390015,1206.130005,1223.400024,1223.400024,9688100000,1220.189941
6/21/2003,1220.189941,1229.109985,1186.530029,1205.23999,1205.23999,7992870000,1212.51001
6/28/2003,1212.51001,1250.619995,1180.109985,1231.339966,1231.339966,6316200000,1250.030029
7/5/2003,1250.030029,1307.030029,1250.030029,1280.569946,1280.569946,9219170000,1301.189941
7/12/2003,1301.189941,1316.420044,1244.109985,1259.910034,1259.910034,9324940000,1256.119995
7/19/2003,1256.119995,1287.449951,1232.160034,1278.310059,1278.310059,8533230000,1281.5
7/26/2003,1281.5,1298.810059,1257.130005,1264.339966,1264.339966,8095890000,1263.619995
8/2/2003,1263.619995,1277.069946,1204.290039,1207.280029,1207.280029,8153430000,1209.349976
8/9/2003,1209.349976,1257.459961,1208.329956,1253.630005,1253.630005,5998340000,1258.180054
8/16/2003,1258.180054,1342.640015,1256.900024,1304.540039,1304.540039,8135130000,1302.5
8/23/2003,1302.5,1344.73999,1280.589966,1341.199951,1341.199951,6523120000,1347.640015
8/30/2003,1347.640015,1380.23999,1333.290039,1361.900024,1361.900024,7945520000,1366.550049
9/6/2003,1366.550049,1387.449951,1327.920044,1357.630005,1357.630005,9716520000,1359.969971
9/13/2003,1359.969971,1406.609985,1345.939941,1392.26001,1392.26001,9052530000,1371.180054
9/20/2003,1371.180054,1388.670044,1309.199951,1309.310059,1309.310059,9671440000,1318.329956
9/27/2003,1318.329956,1385.790039,1302.26001,1375.319946,1375.319946,8971580000,1378.199951
10/4/2003,1378.199951,1418.089966,1368.130005,1404.869995,1404.869995,8566410000,1412.369995
10/11/2003,1412.369995,1439.969971,1392.079956,1394.02002,1394.02002,8786230000,1395.410034
10/18/2003,1395.410034,1424.800049,1346.01001,1370.609985,1370.609985,8878720000,1378.949951
10/25/2003,1378.949951,1443.180054,1369.380005,1416.390015,1416.390015,9555100000,1423.130005
11/1/2003,1423.130005,1453.459961,1414.369995,1436.72998,1436.72998,10288720000,1435.869995
11/8/2003,1435.869995,1448.060059,1401.449951,1407.51001,1407.51001,8926740000,1399.380005
11/15/2003,1399.380005,1405.939941,1357.25,1373.319946,1373.319946,8978510000,1385.199951
11/22/2003,1385.199951,1426.76001,1385.199951,1424.25,1424.25,5855960000,1434.099976
11/29/2003,1434.099976,1452.030029,1405.550049,1406.910034,1406.910034,9664520000,1406.02002
12/6/2003,1406.02002,1425.01001,1372.869995,1417.27002,1417.27002,8608220000,1442.050049
12/13/2003,1442.050049,1442.650024,1384.52002,1426.170044,1426.170044,8686920000,1422.790039
12/20/2003,1422.790039,1451.209961,1419.819946,1443.859985,1443.859985,3778030000,1447.619995
12/27/2003,1447.619995,1479.589966,1447.619995,1463.569946,1463.569946,6399970000,1474.550049
1/3/2004,1474.550049,1541.839966,1474.189941,1520.459961,1520.459961,12097120000,1524.540039
1/10/2004,1524.540039,1553.640015,1513.209961,1553.619995,1553.619995,11619660000,1558.890015
1/17/2004,1558.890015,1559.469971,1519.73999,1531.209961,1531.209961,9603330000,1526.569946
1/24/2004,1526.569946,1553.660034,1474.130005,1493.079956,1493.079956,10985800000,1497.780029
1/31/2004,1497.780029,1507.589966,1461.01001,1498.949951,1498.949951,9839640000,1502.319946
2/7/2004,1502.319946,1516.209961,1478.540039,1484.469971,1484.469971,8838650000,1498.699951
2/14/2004,1498.699951,1524.089966,1470.920044,1482.099976,1482.099976,7379170000,1488.280029
2/21/2004,1488.280029,1489.400024,1452.48999,1470.380005,1470.380005,9354510000,1476.040039
2/28/2004,1476.040039,1494.670044,1456.869995,1472.98999,1472.98999,9229020000,1476.849976
3/6/2004,1476.849976,1481.189941,1402.199951,1431.400024,1431.400024,10208030000,1423.150024
3/13/2004,1423.150024,1432.22998,1394.109985,1398.579956,1398.579956,8689140000,1386.76001
3/20/2004,1386.76001,1431.22998,1368.079956,1415.390015,1415.390015,9205300000,1429.540039
3/27/2004,1429.540039,1490.300049,1429.089966,1490.300049,1490.300049,9183180000,1488.449951
4/3/2004,1488.449951,1508.369995,1475.619995,1485.51001,1485.51001,7016500000,1489.589966
4/10/2004,1489.589966,1502.52002,1440.560059,1449.060059,1449.060059,9113230000,1448.890015
4/17/2004,1448.890015,1497.170044,1434.160034,1497.01001,1497.01001,9723710000,1496.670044
4/24/2004,1496.670044,1499.449951,1401.359985,1401.359985,1401.359985,10282510000,1409.060059
5/1/2004,1409.060059,1438.48999,1403.359985,1406.189941,1406.189941,8764540000,1395.209961
5/8/2004,1395.209961,1425.689941,1378.640015,1399.849976,1399.849976,8513610000,1379.98999
5/15/2004,1379.98999,1427.51001,1372.459961,1408.170044,1408.170044,7716470000,1418.77002
5/22/2004,1418.77002,1469.22998,1406.199951,1466.219971,1466.219971,7658160000,1457.709961
5/29/2004,1457.709961,1474.099976,1445.209961,1455.040039,1455.040039,5923420000,1465.560059
6/5/2004,1465.560059,1496,1464.01001,1481.27002,1481.27002,5815930000,1470.619995
6/12/2004,1470.619995,1487.829956,1451.780029,1464.650024,1464.650024,7430730000,1467.97998
6/19/2004,1467.97998,1503.910034,1448.819946,1498.380005,1498.380005,8485240000,1507.319946
6/26/2004,1507.319946,1523.47998,1473.72998,1481.189941,1481.189941,7886310000,1470.469971
7/3/2004,1470.469971,1471.209961,1430.810059,1440,1440,6867760000,1429.910034
7/10/2004,1429.910034,1439.780029,1392.170044,1392.170044,1392.170044,8234800000,1398.920044
7/17/2004,1398.920044,1433.27002,1370.699951,1375.47998,1375.47998,9175090000,1376.800049
7/24/2004,1376.800049,1412,1359.199951,1400.390015,1400.390015,8494510000,1390.209961
7/31/2004,1390.209961,1408.310059,1314.969971,1315.300049,1315.300049,7954760000,1320.829956
8/7/2004,1320.829956,1346.709961,1301.930054,1307.819946,1307.819946,7506620000,1309.5
8/14/2004,1309.5,1373.01001,1309.5,1366.72998,1366.72998,7014440000,1370.51001
8/21/2004,1370.51001,1393.22998,1360.819946,1388.560059,1388.560059,6041290000,1383.119995
8/28/2004,1383.119995,1402.069946,1354.099976,1371.819946,1371.819946,6186280000,1382.47998
9/4/2004,1382.47998,1414.550049,1372.530029,1413,1413,6033680000,1417.839966
9/11/2004,1417.839966,1435.949951,1412.540039,1426.300049,1426.300049,7791710000,1417.390015
9/18/2004,1417.390015,1440.810059,1397.5,1399.050049,1399.050049,7442290000,1389.939941
9/25/2004,1389.939941,1452.939941,1376.98999,1452.939941,1452.939941,7967970000,1463.219971
10/2/2004,1463.219971,1474.699951,1428.109985,1430.959961,1430.959961,8891350000,1435.540039
10/9/2004,1435.540039,1453.719971,1416.290039,1430.97998,1430.97998,7696900000,1428.079956
10/16/2004,1428.079956,1478.459961,1424.819946,1438.25,1438.25,8612760000,1435.680054
10/23/2004,1435.680054,1496.97998,1423.97998,1486.719971,1486.719971,8954070000,1486.25
10/30/2004,1486.25,1534.839966,1479.859985,1525.23999,1525.23999,9057760000,1525.130005
11/6/2004,1525.130005,1558.410034,1514.319946,1558.410034,1558.410034,8924000000,1554.310059
11/13/2004,1554.310059,1581.790039,1541.839966,1552.109985,1552.109985,9961850000,1551.160034
11/20/2004,1551.160034,1587.079956,1543.969971,1578.26001,1578.26001,6261510000,1586.459961
11/27/2004,1586.459961,1631.900024,1567.27002,1614.400024,1614.400024,10817270000,1612.329956
12/4/2004,1612.329956,1628.25,1577.77002,1605.160034,1605.160034,11291620000,1617.530029
12/11/2004,1617.530029,1635.699951,1596.47998,1596.609985,1596.609985,11456540000,1603.839966
12/18/2004,1603.839966,1619.560059,1587.209961,1613.77002,1613.77002,7197850000,1621.329956
12/25/2004,1621.329956,1629.900024,1600.25,1621.119995,1621.119995,7339730000,1628.75
1/1/2005,1628.75,1635.449951,1551.290039,1564.810059,1564.810059,11625100000,1561.22998
1/8/2005,1561.22998,1577.709961,1543.040039,1561.109985,1561.109985,10762650000,1554.189941
1/15/2005,1554.189941,1574.390015,1502.47998,1503.640015,1503.640015,8476670000,1507.790039
1/22/2005,1507.790039,1513.439941,1480.660034,1499.459961,1499.459961,10447750000,1515.160034
1/29/2005,1515.160034,1534.969971,1501.959961,1534.48999,1534.48999,9591590000,1534.47998
2/5/2005,1534.47998,1542.410034,1497.349976,1530.51001,1530.51001,9849960000,1531.189941
2/12/2005,1531.189941,1561.170044,1512.72998,1515.400024,1515.400024,9140920000,1502.939941
2/19/2005,1502.939941,1528,1489.98999,1526.900024,1526.900024,7737750000,1517.060059
2/26/2005,1517.060059,1541.140015,1498.170044,1520.579956,1520.579956,9800860000,1524.040039
